permitnum,permitclass,permitclassmapped,permittypemapped,permittypedesc,description,housingunits,statuscurrent,relatedmup,originaladdress1,originalcity,originalstate,originalzip,link,latitude,longitude,location1,daysoutcorrections,numberreviewcycles,dependentbuilding,housingcategory,contractorcompanyname,estprojectcost,applieddate,housingunitsremoved,housingunitsadded,issueddate,expiresdate,completeddate,zoning,dwellingunittype,standardplan,parentpermitnum
6063225-CN,Commercial,Non-Residential,Building,Addition/Alteration,Initial tenant improvements for pharmacy accessory to medical services per plans.,0.0,Completed,,908 JEFFERSON ST,SEATTLE,WA,98104,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063225-CN'},47.60536796,-122.32406439,"{'latitude': '47.60536796', 'longitude': '-122.32406439'}",0,0,0,Commercial Add/Alt,TURNER CONSTRUCTION COMPANY,250000.0000,2009-08-05T00:00:00.000,0.0,0.0,2009-09-11T00:00:00.000,2011-03-11T00:00:00.000,2009-12-14T00:00:00.000,,,,
6063288-CN,Single Family/Duplex,Residential,Building,New,Establish use as one residential unit; Construct one single family residence with attached garage per plans.,1.0,Completed,,3036 23RD AVE W,SEATTLE,WA,98199,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063288-CN'},47.64770028,-122.38572441,"{'latitude': '47.64770028', 'longitude': '-122.38572441'}",0,0,0,Middle Housing,,614853.0000,2007-06-08T00:00:00.000,0.0,1.0,2007-12-20T00:00:00.000,2009-06-20T00:00:00.000,2009-08-05T00:00:00.000,SF 5000,Detached Single-Family,0,
6063381-CN,N/A,N/A,Building,,ECA Exemption to demo existing duplex and construction two duplexes with terraced garage in ECA,0.0,Closed,,2515 DEXTER AVE N,SEATTLE,WA,98109,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063381-CN'},47.64259168,-122.34544335,"{'latitude': '47.64259168', 'longitude': '-122.34544335'}",0,0,0,N/A,,,,,,,,,,,,
6063501-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: CLOSED AS INCOMPLETE - EXPIRED PERMIT. Construct 2 story addition to existing single family residence.  Interior alterations  per plan.,0.0,Completed,,512 30TH AVE,SEATTLE,WA,98122,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063501-EX'},47.60660271,-122.29336164,"{'latitude': '47.60660271', 'longitude': '-122.29336164'}",0,0,0,N/A,,,,,,,,,,,,
6063549-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Construct two story and basement addition to rear of existing single family residence with attached garage  per plan,0.0,Completed,,1535 9TH AVE W,SEATTLE,WA,98119,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063549-EX'},47.63338002,-122.36938799,"{'latitude': '47.63338002', 'longitude': '-122.36938799'}",0,0,0,N/A,,,,,,,,,,,,
6063577-CN,Single Family/Duplex,Residential,Building,New,Establish use for a single family dwelling and construct a new one family dwelling with attached garage  per plans,1.0,Completed,,2115 NW 95TH ST,SEATTLE,WA,98117,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063577-CN'},47.69808098,-122.38372809,"{'latitude': '47.69808098', 'longitude': '-122.38372809'}",0,0,0,Middle Housing,,267900.0000,2006-09-07T00:00:00.000,0.0,1.0,2007-07-16T00:00:00.000,2010-07-02T00:00:00.000,2010-06-30T00:00:00.000,SF 5000,Detached Single-Family,0,
6063829-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Kitchen remodel for single family residence  subject to field inspection (no structural work),0.0,Completed,,3016 11TH AVE W,SEATTLE,WA,98119,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063829-CN'},47.64740460,-122.37128476,"{'latitude': '47.6474046', 'longitude': '-122.37128476'}",0,0,0,Single-Family Add/Alt,JACKSON REMODELING LLC,25000.0000,2006-05-09T00:00:00.000,,,2006-05-09T00:00:00.000,2007-11-09T00:00:00.000,2006-07-03T00:00:00.000,,,,
6063834-CN,Commercial,Non-Residential,Building,New,Construct new 6-story mixed use building with underground parking and occupy per plan. MUP #2100171  renewed under #2502701.,129.0,Completed,,1818 E MADISON ST,SEATTLE,WA,98122,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063834-CN'},47.61687788,-122.30797517,"{'latitude': '47.61687788', 'longitude': '-122.30797517'}",0,0,0,N/A,JAE CHU,18267393.0000,2005-11-08T00:00:00.000,0.0,129.0,2007-02-07T00:00:00.000,2013-05-17T00:00:00.000,2012-05-08T00:00:00.000,NC3,Multifamily Non-Ground Level Dwelling,0,
6063877-CN,Commercial,Non-Residential,Building,Addition/Alteration,Initial tenant improvements for general personal and household retail sales and service and construct mezzanine addition.,0.0,Expired,,5410 22ND AVE NW,SEATTLE,WA,98107,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063877-CN'},47.66798581,-122.38451996,"{'latitude': '47.66798581', 'longitude': '-122.38451996'}",0,0,0,Commercial Add/Alt,,30000.0000,2005-07-26T00:00:00.000,0.0,0.0,2005-08-31T00:00:00.000,2007-02-28T00:00:00.000,,,,,
6063942-CN,Commercial,Non-Residential,Building,Addition/Alteration,Change of Use ; remodel existing basement to nightclub (drinking & dancing establishment),0.0,Closed,,1205 E PIKE ST,SEATTLE,WA,98122,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063942-CN'},47.61392475,-122.31644919,"{'latitude': '47.61392475', 'longitude': '-122.31644919'}",0,0,0,Commercial Add/Alt,,,,,,,,,,,,
6064088-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Closed as Incomplete - Expired Permit    Replace foundation below west portion of single family residence  per plan.,0.0,Completed,,2663 10TH AVE W,SEATTLE,WA,98119,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064088-CN'},47.64402957,-122.37040125,"{'latitude': '47.64402957', 'longitude': '-122.37040125'}",0,0,0,Single-Family Add/Alt,,20000.0000,2006-07-27T00:00:00.000,0.0,0.0,2006-08-23T00:00:00.000,2008-02-23T00:00:00.000,,,,,
6064239-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Remove existing deck and build new deck addition (larger than existing) to south side of existing single family residence  per plot plan  subject to field inspection.,0.0,Completed,,5117 SW WAITE ST,SEATTLE,WA,98116,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064239-CN'},47.58095793,-122.39800071,"{'latitude': '47.58095793', 'longitude': '-122.39800071'}",0,0,0,Single-Family Add/Alt,,6000.0000,2005-08-31T00:00:00.000,,,2005-08-31T00:00:00.000,2007-02-28T00:00:00.000,2005-09-27T00:00:00.000,,,,
3012071-EX,Institutional,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Street Improvement Exception,Exception/Exemption Request for: Land Use Application to expand an existing institution (The Northwest School  1415 Summit Avenue) and allow a 28 860 sq. ft. two story (45 ft. tall) accessory structure for gymnasium  cafeteria and classrooms. Parking for 10 vehicles will be located at 417 East Union St.,0.0,Completed,3012071-LU,401 E PIKE ST,SEATTLE,WA,98122,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3012071-EX'},47.61386493,-122.32648416,"{'latitude': '47.61386493', 'longitude': '-122.32648416'}",0,0,0,N/A,,,,,,,,,,,,
3012217-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Street Improvement Exception,Exception/Exemption Request for: Council Land Use Action to contract rezone 67 919 sq. ft. of land from SF 5000 to SM/R 65' (CF#311812). Project includes a 7-story structure containing 111 residential units  street improvements to 25th Avenue South and South Lander Street and 8 820 cu.yds. of grading in an environmentally critical area. Parking for 123 vehicles to be provided. Existing structure to be demolished.  Related project under  3012417.,0.0,Completed,3012217-LU,2615 25TH AVE S,SEATTLE,WA,98144,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3012217-EX'},47.57954054,-122.30064319,"{'latitude': '47.57954054', 'longitude': '-122.30064319'}",0,0,0,N/A,,,,,,,,,,,,
3012722-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to allow a 281 sq. ft. deck in the required rear yard.,0.0,Completed,3012722-LU,4224 51ST AVE S,SEATTLE,WA,98118,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3012722-EX'},47.56449206,-122.26909387,"{'latitude': '47.56449206', 'longitude': '-122.26909387'}",0,0,0,N/A,,,,,,,,,,,,
3013157-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Street Improvement Exception,Exception/Exemption Request for: Land Use Application to subdivide one parcel into two parcels of land.  Proposed parcel sizes are:  A) 5 999 sq. ft. and B) 6 002 sq. ft.  Existing structure to remain.,0.0,Completed,3013157-LU,3015 NE 96TH ST,SEATTLE,WA,98115,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3013157-EX'},47.69819394,-122.29524417,"{'latitude': '47.69819394', 'longitude': '-122.29524417'}",0,0,0,N/A,,,,,,,,,,,,
3013178-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to allow a new 9 000 sq. ft. skate park facility and the renovation of an existing play area (Roxhill Park).  Project includes 900 cu. yds. of grading  new landscaping and a rain garden.  Determination of Non-Significance prepared by Seattle Parks and Recreation.,0.0,Completed,3013178-LU,2850 SW ROXBURY ST,SEATTLE,WA,98126,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3013178-EX'},47.51775833,-122.36926901,"{'latitude': '47.51775833', 'longitude': '-122.36926901'}",0,0,0,N/A,SEATTLE PARKS DEPT,,,,,,,,,,,
3013238-EX-002,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Street Improvement Exception,Exception/Exemption Request for: Land Use Application to allow a 2-story  65 000 sq. ft. Athletics Center (Lakeside School) and three temporary portables. No change in parking. Existing Gymnasium building to be removed.,0.0,Completed,3013238-LU,14050 1ST AVE NE,SEATTLE,WA,98125,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3013238-EX-002'},47.73143645,-122.32785791,"{'latitude': '47.73143645', 'longitude': '-122.32785791'}",0,0,0,N/A,,,,,,,,,,,,
3012306-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Street Improvement Exception,Exception/Exemption Request for: Land Use Application to allow a six-story  120-unit residential building with parking for 118 vehicles located within the structure.  Four existing structures to be demolished.,0.0,Completed,3012306-LU,3261 SW AVALON WAY,SEATTLE,WA,98126,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3012306-EX'},47.56379475,-122.37456985,"{'latitude': '47.56379475', 'longitude': '-122.37456985'}",0,0,0,N/A,,,,,,,,,,,,
3012491-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Shoreline Exemption,Exception/Exemption Request for: Cancelled due to lack of activity 12/18/2014 mgc.Shoreline exemption;  Pier repair to 5 separate structures,0.0,Canceled,3012491-LU,1200 WESTLAKE AVE N,SEATTLE,WA,98109,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3012491-EX'},47.63000694,-122.33960963,"{'latitude': '47.63000694', 'longitude': '-122.33960963'}",,,0,N/A,,,,,,,,,,,,
3012787-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Street Improvement Exception,Exception/Exemption Request for: Land Use Application to allow a three to four-story structure containing 2 095 sq. ft. of retail space  four livework units and 35 residential units above.  Parking for 37 vehicles to be provided within attached garage. Project includes 950 cu. yds. of grading. Existing structures to be demolished.,0.0,Completed,3012787-LU,9051 20TH AVE SW,SEATTLE,WA,98106,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3012787-EX'},47.52136691,-122.35947138,"{'latitude': '47.52136691', 'longitude': '-122.35947138'}",0,0,0,N/A,,,,,,,,,,,,
3012845-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Council Land Use Action to allow a new 19 800 sq. ft. two-story clubhouse and driving range structure (Jefferson Park Golf Course).  Project includes new field lighting up to 90 ft. in height  netting/net poles up to 140 ft. in height  and 63 additional surface parking spaces for a total of 80 parking spaces.  Existing clubhouse and driving structures to be demolished.  Review includes a 4 100 sq. ft. single-story cart storage structure and 20 000 sq. ft. of pav,0.0,Completed,3012845-LU,4101 BEACON AVE S,SEATTLE,WA,98108,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3012845-EX'},47.56711152,-122.30754123,"{'latitude': '47.56711152', 'longitude': '-122.30754123'}",0,0,0,N/A,SEATTLE PARKS DEPT,,,,,,,,,,,
3013191-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to allow a 3-story  128 room assisted living facility (Aegis Living) with common areas  activity rooms and support facilities. Parking for 47 vehicles will be provided below grade. Existing structures to be demolished.,0.0,Completed,3013191-LU,2900 3RD AVE W,SEATTLE,WA,98119,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3013191-EX'},47.64626509,-122.36031389,"{'latitude': '47.64626509', 'longitude': '-122.36031389'}",0,0,0,N/A,,,,,,,,,,,,
3013545-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: CANCELLED DUE TO LACK OF ACTIVITY:1/13/15 MPConstruct a 40.5' long incline elevator from top of slope at existing single family residence to landing area at bottom of slope.,0.0,Canceled,3013545-LU,3640 W COMMODORE WAY,SEATTLE,WA,98199,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3013545-EX'},47.66618166,-122.40544798,"{'latitude': '47.66618166', 'longitude': '-122.40544798'}",,,0,N/A,,,,,,,,,,,,
3015133-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Street Improvement Exception,Exception/Exemption Request for: Streamlined Design Review for a three story  3-unit townhouse structure with parking for six vehicles located within the structure. Existing residential building to be demolished.,0.0,Completed,3015133-LU,906 3RD AVE N,SEATTLE,WA,98109,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3015133-EX'},47.62743163,-122.35123908,"{'latitude': '47.62743163', 'longitude': '-122.35123908'}",0,0,0,N/A,,,,,,,,,,,,
3015158-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Street Improvement Exception,Exception/Exemption Request for: Land Use Application to subdivide one parcel into two parcels of land in an environmentally critical area. Proposed parcel sizes are: A) 6 809 sq. ft. and B) 2 299 sq. ft. Existing structures to remain.,0.0,Completed,3015158-LU,9500 9TH AVE NW,SEATTLE,WA,98117,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3015158-EX'},47.69799314,-122.36845249,"{'latitude': '47.69799314', 'longitude': '-122.36845249'}",0,0,0,N/A,,,,,,,,,,,,
3015550-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Street Improvement Exception,Exception/Exemption Request for: Land Use Application to allow a seven-story  40-unit residential building with 1 300 sq. ft. of retail at grade. Parking for four vehicles will be located within the structure. Existing buildings to be demolished.,0.0,Completed,3015550-LU,4710 11TH AVE NE,SEATTLE,WA,98105,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3015550-EX'},47.66348840,-122.31612424,"{'latitude': '47.6634884', 'longitude': '-122.31612424'}",0,0,0,N/A,,,,,,,,,,,,
